fiscal_year,rd_expense,fiscal_period,filed,cik,source
2015.0,158129000,FY,2016-02-26,1262039,xbrl
2016.0,158129000,FY,2017-03-01,1262039,xbrl
2017.0,158129000,FY,2018-02-26,1262039,xbrl
2016.0,44966000,Q1,2016-05-06,1262039,xbrl
2017.0,44754000,Q1,2017-05-03,1262039,xbrl
2016.0,90256000,Q2,2016-08-05,1262039,xbrl
2017.0,90256000,Q2,2017-08-02,1262039,xbrl
2016.0,45502000,Q2,2016-08-05,1262039,xbrl
2017.0,45502000,Q2,2017-08-02,1262039,xbrl
2016.0,137495000,Q3,2016-11-08,1262039,xbrl
2017.0,137495000,Q3,2017-11-02,1262039,xbrl
2016.0,47239000,Q3,2016-11-08,1262039,xbrl
2017.0,47239000,Q3,2017-11-02,1262039,xbrl
2016.0,183084000,FY,2017-03-01,1262039,xbrl
2017.0,183084000,FY,2018-02-26,1262039,xbrl
2018.0,183100000,FY,2019-02-27,1262039,xbrl
2017.0,51195000,Q1,2017-05-03,1262039,xbrl
2018.0,51200000,Q1,2018-05-08,1262039,xbrl
2017.0,102354000,Q2,2017-08-02,1262039,xbrl
2018.0,102400000,Q2,2018-08-07,1262039,xbrl
2017.0,51159000,Q2,2017-08-02,1262039,xbrl
2018.0,51200000,Q2,2018-08-07,1262039,xbrl
2017.0,155840000,Q3,2017-11-02,1262039,xbrl
2018.0,155900000,Q3,2018-11-07,1262039,xbrl
2017.0,53486000,Q3,2017-11-02,1262039,xbrl
2018.0,53500000,Q3,2018-11-07,1262039,xbrl
2017.0,210614000,FY,2018-02-26,1262039,xbrl
2018.0,210600000,FY,2019-02-27,1262039,xbrl
2019.0,210600000,FY,2020-02-26,1262039,xbrl
2018.0,59100000,Q1,2018-05-08,1262039,xbrl
2019.0,59100000,Q1,2019-05-08,1262039,xbrl
2018.0,120300000,Q2,2018-08-07,1262039,xbrl
2019.0,120300000,Q2,2019-08-01,1262039,xbrl
2018.0,61200000,Q2,2018-08-07,1262039,xbrl
2019.0,61200000,Q2,2019-08-01,1262039,xbrl
2018.0,179000000,Q3,2018-11-07,1262039,xbrl
2019.0,179000000,Q3,2019-10-31,1262039,xbrl
2018.0,58700000,Q3,2018-11-07,1262039,xbrl
2019.0,58700000,Q3,2019-10-31,1262039,xbrl
2018.0,244500000,FY,2019-02-27,1262039,xbrl
2019.0,244500000,FY,2020-02-26,1262039,xbrl
2020.0,244500000,FY,2021-02-19,1262039,xbrl
2019.0,68600000,Q1,2019-05-08,1262039,xbrl
2020.0,68600000,Q1,2020-05-07,1262039,xbrl
2019.0,136000000,Q2,2019-08-01,1262039,xbrl
2020.0,136000000,Q2,2020-08-06,1262039,xbrl
2019.0,67400000,Q2,2019-08-01,1262039,xbrl
2020.0,67400000,Q2,2020-08-06,1262039,xbrl
2019.0,205900000,Q3,2019-10-31,1262039,xbrl
2020.0,205900000,Q3,2020-11-06,1262039,xbrl
2019.0,69900000,Q3,2019-10-31,1262039,xbrl
2020.0,69900000,Q3,2020-11-06,1262039,xbrl
2019.0,277100000,FY,2020-02-26,1262039,xbrl
2020.0,277100000,FY,2021-02-19,1262039,xbrl
2021.0,277100000,FY,2022-02-25,1262039,xbrl
2020.0,80300000,Q1,2020-05-07,1262039,xbrl
2021.0,80300000,Q1,2021-05-03,1262039,xbrl
2020.0,162400000,Q2,2020-08-06,1262039,xbrl
2021.0,162400000,Q2,2021-08-02,1262039,xbrl
2020.0,82100000,Q2,2020-08-06,1262039,xbrl
2021.0,82100000,Q2,2021-08-02,1262039,xbrl
2020.0,252400000,Q3,2020-11-06,1262039,xbrl
2021.0,252400000,Q3,2021-11-08,1262039,xbrl
2020.0,90000000,Q3,2020-11-06,1262039,xbrl
2021.0,90000000,Q3,2021-11-08,1262039,xbrl
2020.0,341400000,FY,2021-02-19,1262039,xbrl
2021.0,341400000,FY,2022-02-25,1262039,xbrl
2022.0,341400000,FY,2023-02-24,1262039,xbrl
2021.0,97200000,Q1,2021-05-03,1262039,xbrl
2022.0,97200000,Q1,2022-05-06,1262039,xbrl
2021.0,203800000,Q2,2021-08-02,1262039,xbrl
2022.0,203800000,Q2,2022-08-05,1262039,xbrl
2021.0,106600000,Q2,2021-08-02,1262039,xbrl
2022.0,106600000,Q2,2022-08-05,1262039,xbrl
2021.0,311600000,Q3,2021-11-08,1262039,xbrl
2022.0,311600000,Q3,2022-11-07,1262039,xbrl
2021.0,107800000,Q3,2021-11-08,1262039,xbrl
2022.0,107800000,Q3,2022-11-07,1262039,xbrl
2021.0,424200000,FY,2022-02-25,1262039,xbrl
2022.0,424200000,FY,2023-02-24,1262039,xbrl
2023.0,424200000,FY,2024-02-26,1262039,xbrl
2022.0,124900000,Q1,2022-05-06,1262039,xbrl
2023.0,124900000,Q1,2023-05-08,1262039,xbrl
2022.0,249200000,Q2,2022-08-05,1262039,xbrl
2023.0,249200000,Q2,2023-08-07,1262039,xbrl
2022.0,124300000,Q2,2022-08-05,1262039,xbrl
2023.0,124300000,Q2,2023-08-07,1262039,xbrl
2022.0,383500000,Q3,2022-11-07,1262039,xbrl
2023.0,383500000,Q3,2023-11-07,1262039,xbrl
2022.0,134300000,Q3,2022-11-07,1262039,xbrl
2023.0,134300000,Q3,2023-11-07,1262039,xbrl
2022.0,512400000,FY,2023-02-24,1262039,xbrl
2023.0,512400000,FY,2024-02-26,1262039,xbrl
2023.0,151100000,Q1,2023-05-08,1262039,xbrl
2023.0,304400000,Q2,2023-08-07,1262039,xbrl
2023.0,153300000,Q2,2023-08-07,1262039,xbrl
2023.0,461300000,Q3,2023-11-07,1262039,xbrl
2023.0,156900000,Q3,2023-11-07,1262039,xbrl
2023.0,613800000,FY,2024-02-26,1262039,xbrl
2016.0,7250000,FY,2017-02-16,1671933,xbrl
2016.0,8507000,Q3,2016-11-10,1671933,xbrl
2016.0,3411000,Q3,2016-11-10,1671933,xbrl
2016.0,12819000,FY,2017-02-16,1671933,xbrl
2017.0,12819000,FY,2018-02-28,1671933,xbrl
2017.0,4639000,Q1,2017-05-11,1671933,xbrl
2017.0,10402000,Q2,2017-08-11,1671933,xbrl
2017.0,5763000,Q2,2017-08-11,1671933,xbrl
2016.0,17694000,Q3,2016-11-10,1671933,xbrl
2017.0,17694000,Q3,2017-11-13,1671933,xbrl
2016.0,7292000,Q3,2016-11-10,1671933,xbrl
2017.0,7292000,Q3,2017-11-13,1671933,xbrl
2016.0,27313000,FY,2017-02-16,1671933,xbrl
2017.0,27313000,FY,2018-02-28,1671933,xbrl
2018.0,27313000,FY,2019-02-22,1671933,xbrl
2017.0,10461000,Q1,2017-05-11,1671933,xbrl
2018.0,10461000,Q1,2018-05-10,1671933,xbrl
2017.0,22596000,Q2,2017-08-11,1671933,xbrl
2018.0,22596000,Q2,2018-08-09,1671933,xbrl
2017.0,12135000,Q2,2017-08-11,1671933,xbrl
2018.0,12135000,Q2,2018-08-09,1671933,xbrl
2017.0,35777000,Q3,2017-11-13,1671933,xbrl
2018.0,35777000,Q3,2018-11-09,1671933,xbrl
2017.0,13181000,Q3,2017-11-13,1671933,xbrl
2018.0,13181000,Q3,2018-11-09,1671933,xbrl
2017.0,52806000,FY,2018-02-28,1671933,xbrl
2018.0,52806000,FY,2019-02-22,1671933,xbrl
2019.0,52806000,FY,2020-02-28,1671933,xbrl
2018.0,17701000,Q1,2018-05-10,1671933,xbrl
2019.0,17701000,Q1,2019-05-09,1671933,xbrl
2018.0,37185000,Q2,2018-08-09,1671933,xbrl
2019.0,37185000,Q2,2019-08-09,1671933,xbrl
2018.0,19484000,Q2,2018-08-09,1671933,xbrl
2019.0,19484000,Q2,2019-08-09,1671933,xbrl
2018.0,59806000,Q3,2018-11-09,1671933,xbrl
2019.0,59806000,Q3,2019-11-08,1671933,xbrl
2018.0,22621000,Q3,2018-11-09,1671933,xbrl
2019.0,22621000,Q3,2019-11-08,1671933,xbrl
2018.0,83892000,FY,2019-02-22,1671933,xbrl
2019.0,83892000,FY,2020-02-28,1671933,xbrl
2020.0,83892000,FY,2021-02-19,1671933,xbrl
2019.0,25312000,Q1,2019-05-09,1671933,xbrl
2020.0,25312000,Q1,2020-05-08,1671933,xbrl
2019.0,54764000,Q2,2019-08-09,1671933,xbrl
2020.0,54764000,Q2,2020-08-07,1671933,xbrl
2019.0,29452000,Q2,2019-08-09,1671933,xbrl
2020.0,29452000,Q2,2020-08-07,1671933,xbrl
2019.0,83949000,Q3,2019-11-08,1671933,xbrl
2020.0,83949000,Q3,2020-11-06,1671933,xbrl
2019.0,29185000,Q3,2019-11-08,1671933,xbrl
2020.0,29185000,Q3,2020-11-06,1671933,xbrl
2019.0,116752000,FY,2020-02-28,1671933,xbrl
2020.0,116752000,FY,2021-02-19,1671933,xbrl
2021.0,116752000,FY,2022-02-16,1671933,xbrl
2020.0,36794000,Q1,2020-05-08,1671933,xbrl
2021.0,36794000,Q1,2021-05-10,1671933,xbrl
2020.0,76852000,Q2,2020-08-07,1671933,xbrl
2021.0,76852000,Q2,2021-08-09,1671933,xbrl
2020.0,40058000,Q2,2020-08-07,1671933,xbrl
2021.0,40058000,Q2,2021-08-09,1671933,xbrl
2020.0,117931000,Q3,2020-11-06,1671933,xbrl
2021.0,117931000,Q3,2021-11-08,1671933,xbrl
2020.0,41079000,Q3,2020-11-06,1671933,xbrl
2021.0,41079000,Q3,2021-11-08,1671933,xbrl
2020.0,166654000,FY,2021-02-19,1671933,xbrl
2021.0,166654000,FY,2022-02-16,1671933,xbrl
2022.0,166654000,FY,2023-02-15,1671933,xbrl
2021.0,53918000,Q1,2021-05-10,1671933,xbrl
2022.0,53918000,Q1,2022-05-10,1671933,xbrl
2021.0,107454000,Q2,2021-08-09,1671933,xbrl
2022.0,107454000,Q2,2022-08-09,1671933,xbrl
2021.0,53536000,Q2,2021-08-09,1671933,xbrl
2022.0,53536000,Q2,2022-08-09,1671933,xbrl
2021.0,163301000,Q3,2021-11-08,1671933,xbrl
2022.0,163301000,Q3,2022-11-09,1671933,xbrl
2021.0,55847000,Q3,2021-11-08,1671933,xbrl
2022.0,55847000,Q3,2022-11-09,1671933,xbrl
2021.0,226137000,FY,2022-02-16,1671933,xbrl
2022.0,226137000,FY,2023-02-15,1671933,xbrl
2023.0,226137000,FY,2024-02-15,1671933,xbrl
2022.0,71999000,Q1,2022-05-10,1671933,xbrl
2023.0,71999000,Q1,2023-05-10,1671933,xbrl
2022.0,155482000,Q2,2022-08-09,1671933,xbrl
2023.0,155482000,Q2,2023-08-09,1671933,xbrl
2022.0,83483000,Q2,2022-08-09,1671933,xbrl
2023.0,83483000,Q2,2023-08-09,1671933,xbrl
2022.0,235397000,Q3,2022-11-09,1671933,xbrl
2023.0,235397000,Q3,2023-11-09,1671933,xbrl
2022.0,79915000,Q3,2022-11-09,1671933,xbrl
2023.0,79915000,Q3,2023-11-09,1671933,xbrl
2022.0,319876000,FY,2023-02-15,1671933,xbrl
2023.0,319876000,FY,2024-02-15,1671933,xbrl
2023.0,93710000,Q1,2023-05-10,1671933,xbrl
2023.0,192018000,Q2,2023-08-09,1671933,xbrl
2023.0,98308000,Q2,2023-08-09,1671933,xbrl
2023.0,309790000,Q3,2023-11-09,1671933,xbrl
2023.0,117772000,Q3,2023-11-09,1671933,xbrl
2023.0,411794000,FY,2024-02-15,1671933,xbrl
2013.0,182650000,FY,2014-05-30,827054,xbrl
2013.0,48826000,Q1,2013-08-09,827054,xbrl
2013.0,112908000,Q2,2013-11-08,827054,xbrl
2013.0,64082000,Q2,2013-11-08,827054,xbrl
2013.0,184285000,Q3,2014-02-07,827054,xbrl
2013.0,71377000,Q3,2014-02-07,827054,xbrl
2013.0,254723000,FY,2014-05-30,827054,xbrl
2014.0,254723000,FY,2015-05-27,827054,xbrl
2013.0,73085000,Q1,2013-08-09,827054,xbrl
2014.0,73085000,Q1,2014-08-11,827054,xbrl
2013.0,151339000,Q2,2013-11-08,827054,xbrl
2014.0,151339000,Q2,2014-11-10,827054,xbrl
2013.0,78254000,Q2,2013-11-08,827054,xbrl
2014.0,78254000,Q2,2014-11-10,827054,xbrl
2013.0,227680000,Q3,2014-02-07,827054,xbrl
2014.0,227680000,Q3,2015-02-03,827054,xbrl
2013.0,76341000,Q3,2014-02-07,827054,xbrl
2014.0,76341000,Q3,2015-02-03,827054,xbrl
2013.0,305043000,FY,2014-05-30,827054,xbrl
2014.0,305043000,FY,2015-05-27,827054,xbrl
2015.0,305043000,FY,2016-05-24,827054,xbrl
2014.0,84370000,Q1,2014-08-11,827054,xbrl
2015.0,84370000,Q1,2015-08-06,827054,xbrl
2014.0,173184000,Q2,2014-11-10,827054,xbrl
2015.0,173184000,Q2,2015-11-09,827054,xbrl
2014.0,88814000,Q2,2014-11-10,827054,xbrl
2015.0,88814000,Q2,2015-11-09,827054,xbrl
2014.0,261881000,Q3,2015-02-03,827054,xbrl
2015.0,261881000,Q3,2016-02-05,827054,xbrl
2014.0,88697000,Q3,2015-02-03,827054,xbrl
2015.0,88697000,Q3,2016-02-05,827054,xbrl
2014.0,349543000,FY,2015-05-27,827054,xbrl
2015.0,349543000,FY,2016-05-24,827054,xbrl
2016.0,349543000,FY,2017-05-30,827054,xbrl
2015.0,84680000,Q1,2015-08-06,827054,xbrl
2016.0,84680000,Q1,2016-08-09,827054,xbrl
2015.0,179936000,Q2,2015-11-09,827054,xbrl
2016.0,179936000,Q2,2016-11-08,827054,xbrl
2015.0,95256000,Q2,2015-11-09,827054,xbrl
2016.0,95256000,Q2,2016-11-08,827054,xbrl
2015.0,276958000,Q3,2016-02-05,827054,xbrl
2016.0,276958000,Q3,2017-02-08,827054,xbrl
2015.0,97022000,Q3,2016-02-05,827054,xbrl
2016.0,97022000,Q3,2017-02-08,827054,xbrl
2015.0,372596000,FY,2016-05-24,827054,xbrl
2016.0,372596000,FY,2017-05-30,827054,xbrl
2017.0,372600000,FY,2018-05-18,827054,xbrl
2016.0,147883000,Q1,2016-08-09,827054,xbrl
2017.0,147883000,Q1,2017-08-04,827054,xbrl
2016.0,285678000,Q2,2016-11-08,827054,xbrl
2017.0,285678000,Q2,2017-11-07,827054,xbrl
2016.0,137795000,Q2,2016-11-08,827054,xbrl
2017.0,137795000,Q2,2017-11-07,827054,xbrl
2016.0,418111000,Q3,2017-02-08,827054,xbrl
2017.0,418111000,Q3,2018-02-07,827054,xbrl
2016.0,132433000,Q3,2017-02-08,827054,xbrl
2017.0,132433000,Q3,2018-02-07,827054,xbrl
2016.0,545293000,FY,2017-05-30,827054,xbrl
2017.0,545300000,FY,2018-05-18,827054,xbrl
2018.0,545300000,FY,2019-05-30,827054,xbrl
2017.0,130480000,Q1,2017-08-04,827054,xbrl
2018.0,130500000,Q1,2018-08-09,827054,xbrl
2017.0,264101000,Q2,2017-11-07,827054,xbrl
2019.0,264000000,Q2,2018-11-07,827054,xbrl
2017.0,133621000,Q2,2017-11-07,827054,xbrl
2019.0,133600000,Q2,2018-11-07,827054,xbrl
2017.0,395656000,Q3,2018-02-07,827054,xbrl
2019.0,395700000,Q3,2019-02-06,827054,xbrl
2017.0,131555000,Q3,2018-02-07,827054,xbrl
2019.0,131600000,Q3,2019-02-06,827054,xbrl
2017.0,529300000,FY,2018-05-18,827054,xbrl
2018.0,529300000,FY,2019-05-30,827054,xbrl
2019.0,529300000,FY,2020-05-22,827054,xbrl
2018.0,171900000,Q1,2018-08-09,827054,xbrl
2020.0,171900000,Q1,2019-08-07,827054,xbrl
2019.0,393800000,Q2,2018-11-07,827054,xbrl
2020.0,393800000,Q2,2019-11-06,827054,xbrl
2019.0,221900000,Q2,2018-11-07,827054,xbrl
2020.0,221900000,Q2,2019-11-06,827054,xbrl
2019.0,611600000,Q3,2019-02-06,827054,xbrl
2020.0,611600000,Q3,2020-02-04,827054,xbrl
2019.0,217700000,Q3,2019-02-06,827054,xbrl
2020.0,217700000,Q3,2020-02-04,827054,xbrl
2018.0,826300000,FY,2019-05-30,827054,xbrl
2019.0,826300000,FY,2020-05-22,827054,xbrl
2021.0,826300000,FY,2021-05-18,827054,xbrl
2020.0,219100000,Q1,2019-08-07,827054,xbrl
2021.0,219100000,Q1,2020-08-04,827054,xbrl
2020.0,438900000,Q2,2019-11-06,827054,xbrl
2021.0,438900000,Q2,2020-11-05,827054,xbrl
2020.0,219800000,Q2,2019-11-06,827054,xbrl
2021.0,219800000,Q2,2020-11-05,827054,xbrl
2020.0,656000000,Q3,2020-02-04,827054,xbrl
2021.0,656000000,Q3,2021-02-04,827054,xbrl
2020.0,217100000,Q3,2020-02-04,827054,xbrl
2021.0,217100000,Q3,2021-02-04,827054,xbrl
2019.0,877800000,FY,2020-05-22,827054,xbrl
2021.0,877800000,FY,2021-05-18,827054,xbrl
2022.0,877800000,FY,2022-05-20,827054,xbrl
2021.0,198000000,Q1,2020-08-04,827054,xbrl
2022.0,198000000,Q1,2021-08-03,827054,xbrl
2021.0,397800000,Q2,2020-11-05,827054,xbrl
2022.0,397800000,Q2,2021-11-04,827054,xbrl
2021.0,199800000,Q2,2020-11-05,827054,xbrl
2022.0,199800000,Q2,2021-11-04,827054,xbrl
2021.0,607900000,Q3,2021-02-04,827054,xbrl
2022.0,607900000,Q3,2022-02-03,827054,xbrl
2021.0,210100000,Q3,2021-02-04,827054,xbrl
2022.0,210100000,Q3,2022-02-03,827054,xbrl
2021.0,836400000,FY,2021-05-18,827054,xbrl
2022.0,836400000,FY,2022-05-20,827054,xbrl
2023.0,836400000,FY,2023-05-25,827054,xbrl
2022.0,238400000,Q1,2021-08-03,827054,xbrl
2023.0,238400000,Q1,2022-08-02,827054,xbrl
2022.0,484600000,Q2,2021-11-04,827054,xbrl
2023.0,484600000,Q2,2022-11-03,827054,xbrl
2022.0,246200000,Q2,2021-11-04,827054,xbrl
2023.0,246200000,Q2,2022-11-03,827054,xbrl
2022.0,730000000,Q3,2022-02-03,827054,xbrl
2023.0,730000000,Q3,2023-02-02,827054,xbrl
2022.0,245400000,Q3,2022-02-03,827054,xbrl
2023.0,245400000,Q3,2023-02-02,827054,xbrl
2022.0,989100000,FY,2022-05-20,827054,xbrl
2023.0,989100000,FY,2023-05-25,827054,xbrl
2023.0,269000000,Q1,2022-08-02,827054,xbrl
2023.0,537600000,Q2,2022-11-03,827054,xbrl
2023.0,268600000,Q2,2022-11-03,827054,xbrl
2023.0,820000000,Q3,2023-02-02,827054,xbrl
2023.0,282400000,Q3,2023-02-02,827054,xbrl
2023.0,1118300000,FY,2023-05-25,827054,xbrl
2020.0,68681000,FY,2021-03-31,1640147,xbrl
2021.0,75451000,Q3,2020-12-03,1640147,xbrl
2021.0,27669000,Q3,2020-12-03,1640147,xbrl
2020.0,105160000,FY,2021-03-31,1640147,xbrl
2022.0,105160000,FY,2022-03-30,1640147,xbrl
2022.0,33278000,Q1,2021-06-04,1640147,xbrl
2022.0,69811000,Q2,2021-09-02,1640147,xbrl
2022.0,36533000,Q2,2021-09-02,1640147,xbrl
2021.0,143949000,Q3,2020-12-03,1640147,xbrl
2022.0,143949000,Q3,2021-12-03,1640147,xbrl
2021.0,74138000,Q3,2020-12-03,1640147,xbrl
2022.0,74138000,Q3,2021-12-03,1640147,xbrl
2020.0,237946000,FY,2021-03-31,1640147,xbrl
2022.0,237946000,FY,2022-03-30,1640147,xbrl
2023.0,237946000,FY,2023-03-29,1640147,xbrl
2022.0,109796000,Q1,2021-06-04,1640147,xbrl
2023.0,109796000,FY,2022-06-03,1640147,xbrl
2022.0,227883000,Q2,2021-09-02,1640147,xbrl
2023.0,227883000,Q2,2022-09-01,1640147,xbrl
2022.0,118087000,Q2,2021-09-02,1640147,xbrl
2023.0,118087000,Q2,2022-09-01,1640147,xbrl
2022.0,343783000,Q3,2021-12-03,1640147,xbrl
2023.0,343783000,Q3,2022-12-02,1640147,xbrl
2022.0,115900000,Q3,2021-12-03,1640147,xbrl
2023.0,115900000,Q3,2022-12-02,1640147,xbrl
2022.0,466932000,FY,2022-03-30,1640147,xbrl
2023.0,466932000,FY,2023-03-29,1640147,xbrl
2023.0,150798000,FY,2022-06-03,1640147,xbrl
2023.0,334546000,Q2,2022-09-01,1640147,xbrl
2023.0,183748000,Q2,2022-09-01,1640147,xbrl
2023.0,545933000,Q3,2022-12-02,1640147,xbrl
2023.0,211387000,Q3,2022-12-02,1640147,xbrl
2023.0,788058000,FY,2023-03-29,1640147,xbrl
2013.0,62129000,FY,2013-11-12,814547,xbrl
2013.0,13049000,Q1,2013-01-30,814547,xbrl
2013.0,27035000,Q2,2013-04-29,814547,xbrl
2013.0,13986000,Q2,2013-04-29,814547,xbrl
2013.0,41925000,Q3,2013-07-30,814547,xbrl
2013.0,14890000,Q3,2013-07-30,814547,xbrl
2013.0,59527000,FY,2013-11-12,814547,xbrl
2014.0,59527000,FY,2014-11-10,814547,xbrl
2013.0,14552000,Q1,2013-01-30,814547,xbrl
2014.0,14552000,Q1,2014-01-28,814547,xbrl
2013.0,30573000,Q2,2013-04-29,814547,xbrl
2014.0,30573000,Q2,2014-04-28,814547,xbrl
2013.0,16021000,Q2,2013-04-29,814547,xbrl
2014.0,16021000,Q2,2014-04-28,814547,xbrl
2013.0,49143000,Q3,2013-07-30,814547,xbrl
2014.0,49143000,Q3,2014-07-28,814547,xbrl
2014.0,18570000,Q3,2014-07-28,814547,xbrl
2013.0,18570000,Q3,2013-07-30,814547,xbrl
2013.0,66967000,FY,2013-11-12,814547,xbrl
2014.0,66967000,FY,2014-11-10,814547,xbrl
2015.0,66967000,FY,2015-11-10,814547,xbrl
2014.0,18092000,Q1,2014-01-28,814547,xbrl
2015.0,18092000,Q1,2015-01-29,814547,xbrl
2014.0,37782000,Q2,2014-04-28,814547,xbrl
2015.0,37782000,Q2,2015-04-27,814547,xbrl
2014.0,19690000,Q2,2014-04-28,814547,xbrl
2015.0,19690000,Q2,2015-04-27,814547,xbrl
2014.0,61022000,Q3,2014-07-28,814547,xbrl
2015.0,61022000,Q3,2015-07-30,814547,xbrl
2014.0,23240000,Q3,2014-07-28,814547,xbrl
2015.0,23240000,Q3,2015-07-30,814547,xbrl
2014.0,83435000,FY,2014-11-10,814547,xbrl
2015.0,83435000,FY,2015-11-10,814547,xbrl
2016.0,83435000,FY,2016-11-10,814547,xbrl
2015.0,22637000,Q1,2015-01-29,814547,xbrl
2016.0,22637000,Q1,2016-01-28,814547,xbrl
2015.0,46978000,Q2,2015-04-27,814547,xbrl
2016.0,46978000,Q2,2016-05-04,814547,xbrl
2015.0,24341000,Q2,2015-04-27,814547,xbrl
2016.0,24341000,Q2,2016-05-04,814547,xbrl
2015.0,72588000,Q3,2015-07-30,814547,xbrl
2016.0,72588000,Q3,2016-07-28,814547,xbrl
2015.0,25610000,Q3,2015-07-30,814547,xbrl
2016.0,25610000,Q3,2016-07-28,814547,xbrl
2015.0,98824000,FY,2015-11-10,814547,xbrl
2016.0,98824000,FY,2016-11-10,814547,xbrl
2017.0,98824000,FY,2017-11-09,814547,xbrl
2016.0,24631000,Q1,2016-01-28,814547,xbrl
2017.0,24631000,Q1,2017-01-31,814547,xbrl
2016.0,49479000,Q2,2016-05-04,814547,xbrl
2017.0,49479000,Q2,2017-04-27,814547,xbrl
2016.0,24848000,Q2,2016-05-04,814547,xbrl
2017.0,24848000,Q2,2017-04-27,814547,xbrl
2016.0,75896000,Q3,2016-07-28,814547,xbrl
2017.0,75896000,Q3,2017-07-31,814547,xbrl
2016.0,26417000,Q3,2016-07-28,814547,xbrl
2017.0,26417000,Q3,2017-07-31,814547,xbrl
2016.0,103669000,FY,2016-11-10,814547,xbrl
2017.0,103669000,FY,2017-11-09,814547,xbrl
2018.0,103669000,FY,2018-11-09,814547,xbrl
2017.0,26142000,Q1,2017-01-31,814547,xbrl
2018.0,26142000,Q1,2018-01-25,814547,xbrl
2017.0,52805000,Q2,2017-04-27,814547,xbrl
2018.0,52805000,Q2,2018-04-26,814547,xbrl
2017.0,26663000,Q2,2017-04-27,814547,xbrl
2018.0,26663000,Q2,2018-04-26,814547,xbrl
2017.0,80644000,Q3,2017-07-31,814547,xbrl
2018.0,80644000,Q3,2018-07-26,814547,xbrl
2017.0,27839000,Q3,2017-07-31,814547,xbrl
2018.0,27839000,Q3,2018-07-26,814547,xbrl
2017.0,110870000,FY,2017-11-09,814547,xbrl
2018.0,110870000,FY,2018-11-09,814547,xbrl
2019.0,110870000,FY,2019-11-08,814547,xbrl
2018.0,28974000,Q1,2018-01-25,814547,xbrl
2019.0,28974000,Q1,2019-01-30,814547,xbrl
2018.0,61493000,Q2,2018-04-26,814547,xbrl
2019.0,61493000,Q2,2019-04-30,814547,xbrl
2018.0,32519000,Q2,2018-04-26,814547,xbrl
2019.0,32519000,Q2,2019-04-30,814547,xbrl
2018.0,93976000,Q3,2018-07-26,814547,xbrl
2019.0,93976000,Q3,2019-07-31,814547,xbrl
2018.0,32483000,Q3,2018-07-26,814547,xbrl
2019.0,32483000,Q3,2019-07-31,814547,xbrl
2018.0,128383000,FY,2018-11-09,814547,xbrl
2019.0,128383000,FY,2019-11-08,814547,xbrl
2020.0,128383000,FY,2020-11-12,814547,xbrl
2019.0,35426000,Q1,2019-01-30,814547,xbrl
2020.0,35426000,Q1,2020-01-30,814547,xbrl
2019.0,73110000,Q2,2019-04-30,814547,xbrl
2020.0,73110000,Q2,2020-04-29,814547,xbrl
2019.0,37684000,Q2,2019-04-30,814547,xbrl
2020.0,37684000,Q2,2020-04-29,814547,xbrl
2019.0,110082000,Q3,2019-07-31,814547,xbrl
2020.0,110082000,Q3,2020-07-29,814547,xbrl
2019.0,36972000,Q3,2019-07-31,814547,xbrl
2020.0,36972000,Q3,2020-07-29,814547,xbrl
2019.0,149478000,FY,2019-11-08,814547,xbrl
2020.0,149478000,FY,2020-11-12,814547,xbrl
2021.0,149478000,FY,2021-11-10,814547,xbrl
2020.0,38943000,Q1,2020-01-30,814547,xbrl
2021.0,38943000,Q1,2021-01-28,814547,xbrl
2020.0,78382000,Q2,2020-04-29,814547,xbrl
2021.0,78382000,Q2,2021-05-05,814547,xbrl
2020.0,39439000,Q2,2020-04-29,814547,xbrl
2021.0,39439000,Q2,2021-05-05,814547,xbrl
2020.0,119793000,Q3,2020-07-29,814547,xbrl
2021.0,119793000,Q3,2021-08-03,814547,xbrl
2020.0,41411000,Q3,2020-07-29,814547,xbrl
2021.0,41411000,Q3,2021-08-03,814547,xbrl
2020.0,166499000,FY,2020-11-12,814547,xbrl
2021.0,166499000,FY,2021-11-10,814547,xbrl
2022.0,166499000,FY,2022-11-09,814547,xbrl
2021.0,40651000,Q1,2021-01-28,814547,xbrl
2022.0,40651000,Q1,2022-01-27,814547,xbrl
2021.0,84263000,Q2,2021-05-05,814547,xbrl
2022.0,84263000,Q2,2022-04-27,814547,xbrl
2021.0,43612000,Q2,2021-05-05,814547,xbrl
2022.0,43612000,Q2,2022-04-27,814547,xbrl
2021.0,130089000,Q3,2021-08-03,814547,xbrl
2022.0,130089000,Q3,2022-08-03,814547,xbrl
2021.0,45826000,Q3,2021-08-03,814547,xbrl
2022.0,45826000,Q3,2022-08-03,814547,xbrl
2021.0,171231000,FY,2021-11-10,814547,xbrl
2022.0,171231000,FY,2022-11-09,814547,xbrl
2023.0,171231000,FY,2023-11-08,814547,xbrl
2022.0,38980000,Q1,2022-01-27,814547,xbrl
2023.0,38980000,Q1,2023-01-26,814547,xbrl
2022.0,75367000,Q2,2022-04-27,814547,xbrl
2023.0,75367000,Q2,2023-04-27,814547,xbrl
2022.0,36387000,Q2,2022-04-27,814547,xbrl
2023.0,36387000,Q2,2023-04-27,814547,xbrl
2022.0,111247000,Q3,2022-08-03,814547,xbrl
2023.0,111247000,Q3,2023-08-02,814547,xbrl
2022.0,35880000,Q3,2022-08-03,814547,xbrl
2023.0,35880000,Q3,2023-08-02,814547,xbrl
