fiscal_year,rd_expense,fiscal_period,filed,cik,source
2014.0,1823147,FY,2015-03-30,1040896,xbrl
2015.0,1823147,FY,2016-03-25,1040896,xbrl
2015.0,495938,Q1,2015-05-06,1040896,xbrl
2015.0,1176753,Q2,2015-08-14,1040896,xbrl
2016.0,1176753,Q2,2016-08-11,1040896,xbrl
2015.0,680815,Q2,2015-08-14,1040896,xbrl
2016.0,680815,Q2,2016-08-11,1040896,xbrl
2015.0,1869063,Q3,2015-11-10,1040896,xbrl
2016.0,1869063,Q3,2016-11-10,1040896,xbrl
2015.0,692310,Q3,2015-11-10,1040896,xbrl
2016.0,692310,Q3,2016-11-10,1040896,xbrl
2015.0,2594678,FY,2016-03-25,1040896,xbrl
2016.0,2594678,FY,2017-03-30,1040896,xbrl
2017.0,919456,Q1,2017-05-10,1040896,xbrl
2016.0,1617203,Q2,2016-08-11,1040896,xbrl
2016.0,697747,Q2,2016-08-11,1040896,xbrl
2016.0,2024818,Q3,2016-11-10,1040896,xbrl
2017.0,2024818,Q3,2017-11-14,1040896,xbrl
2016.0,407615,Q3,2016-11-10,1040896,xbrl
2017.0,407615,Q3,2017-11-14,1040896,xbrl
2016.0,2405593,FY,2017-03-30,1040896,xbrl
2017.0,2405593,FY,2018-03-23,1040896,xbrl
2017.0,370597,Q1,2017-05-10,1040896,xbrl
2018.0,370597,Q1,2018-05-14,1040896,xbrl
2018.0,865645,Q2,2018-08-14,1040896,xbrl
2018.0,495048,Q2,2018-08-14,1040896,xbrl
2018.0,484970,Q3,2018-11-14,1040896,xbrl
2017.0,1350615,Q3,2017-11-14,1040896,xbrl
2018.0,1350615,Q3,2018-11-14,1040896,xbrl
2017.0,484970,Q3,2017-11-14,1040896,xbrl
2017.0,1916107,FY,2018-03-23,1040896,xbrl
2018.0,1916107,FY,2019-03-21,1040896,xbrl
2018.0,628036,Q1,2018-05-14,1040896,xbrl
2019.0,628036,Q1,2019-05-10,1040896,xbrl
2018.0,1383133,Q2,2018-08-14,1040896,xbrl
2019.0,1383133,Q2,2019-08-09,1040896,xbrl
2018.0,755097,Q2,2018-08-14,1040896,xbrl
2019.0,755097,Q2,2019-08-09,1040896,xbrl
2018.0,2121717,Q3,2018-11-14,1040896,xbrl
2019.0,2121717,Q3,2019-11-13,1040896,xbrl
2018.0,738584,Q3,2018-11-14,1040896,xbrl
2019.0,738584,Q3,2019-11-13,1040896,xbrl
2018.0,2904166,FY,2019-03-21,1040896,xbrl
2019.0,2904166,FY,2020-03-19,1040896,xbrl
2019.0,811997,Q1,2019-05-10,1040896,xbrl
2020.0,811997,Q1,2020-05-06,1040896,xbrl
2019.0,1691374,Q2,2019-08-09,1040896,xbrl
2020.0,1691374,Q2,2020-08-13,1040896,xbrl
2019.0,879377,Q2,2019-08-09,1040896,xbrl
2020.0,879377,Q2,2020-08-13,1040896,xbrl
2019.0,2675621,Q3,2019-11-13,1040896,xbrl
2020.0,2675621,Q3,2020-11-12,1040896,xbrl
2019.0,984247,Q3,2019-11-13,1040896,xbrl
2020.0,984247,Q3,2020-11-12,1040896,xbrl
2019.0,3656679,FY,2020-03-19,1040896,xbrl
2020.0,3656679,FY,2021-03-29,1040896,xbrl
2020.0,943299,Q1,2020-05-06,1040896,xbrl
2021.0,943299,Q1,2021-05-12,1040896,xbrl
2020.0,1929611,Q2,2020-08-13,1040896,xbrl
2021.0,1929611,Q2,2021-08-12,1040896,xbrl
2020.0,986312,Q2,2020-08-13,1040896,xbrl
2021.0,986312,Q2,2021-08-12,1040896,xbrl
2020.0,2837374,Q3,2020-11-12,1040896,xbrl
2021.0,2837374,Q3,2021-11-12,1040896,xbrl
2020.0,907763,Q3,2020-11-12,1040896,xbrl
2021.0,907763,Q3,2021-11-12,1040896,xbrl
2020.0,3674987,FY,2021-03-29,1040896,xbrl
2021.0,3675000,FY,2022-03-24,1040896,xbrl
2021.0,1336241,Q1,2021-05-12,1040896,xbrl
2022.0,1336000,Q1,2022-06-17,1040896,xbrl
2021.0,2688865,Q2,2021-08-12,1040896,xbrl
2022.0,2689000,Q2,2022-08-15,1040896,xbrl
2021.0,1352624,Q2,2021-08-12,1040896,xbrl
2022.0,1352000,Q2,2022-08-15,1040896,xbrl
2021.0,4104531,Q3,2021-11-12,1040896,xbrl
2022.0,4105000,Q3,2022-11-14,1040896,xbrl
2021.0,1415666,Q3,2021-11-12,1040896,xbrl
2022.0,1416000,Q3,2022-11-14,1040896,xbrl
2021.0,5480000,FY,2022-03-24,1040896,xbrl
2022.0,5480000,FY,2023-03-28,1040896,xbrl
2022.0,1604000,Q1,2022-06-17,1040896,xbrl
2023.0,1604000,Q1,2023-05-11,1040896,xbrl
2022.0,3221000,Q2,2022-08-15,1040896,xbrl
2023.0,3221000,Q2,2023-08-14,1040896,xbrl
2022.0,1618000,Q2,2022-08-15,1040896,xbrl
2023.0,1618000,Q2,2023-08-14,1040896,xbrl
2022.0,4682000,Q3,2022-11-14,1040896,xbrl
2023.0,4682000,Q3,2023-11-14,1040896,xbrl
2022.0,1461000,Q3,2022-11-14,1040896,xbrl
2023.0,1461000,Q3,2023-11-14,1040896,xbrl
2022.0,6014000,FY,2023-03-28,1040896,xbrl
2023.0,6014000,FY,2024-04-01,1040896,xbrl
2023.0,1308000,Q1,2023-05-11,1040896,xbrl
2023.0,2584000,Q2,2023-08-14,1040896,xbrl
2023.0,1276000,Q2,2023-08-14,1040896,xbrl
2023.0,4134000,Q3,2023-11-14,1040896,xbrl
2023.0,1550000,Q3,2023-11-14,1040896,xbrl
2023.0,4680000,FY,2024-04-01,1040896,xbrl
2019.0,32227000,FY,2020-03-24,1738177,xbrl
2019.0,9385000,FY,2020-03-24,1738177,xbrl
2019.0,19073000,Q2,2019-08-12,1738177,xbrl
2019.0,9688000,Q2,2019-08-12,1738177,xbrl
2019.0,9688000,FY,2020-03-24,1738177,xbrl
2019.0,28883000,Q3,2019-11-08,1738177,xbrl
2019.0,9810000,Q3,2019-11-08,1738177,xbrl
2019.0,9810000,FY,2020-03-24,1738177,xbrl
2019.0,38917000,FY,2020-03-24,1738177,xbrl
2020.0,38917000,FY,2021-03-01,1738177,xbrl
2019.0,10034000,FY,2020-03-24,1738177,xbrl
2019.0,10482000,FY,2020-03-24,1738177,xbrl
2020.0,10482000,Q1,2020-05-13,1738177,xbrl
2020.0,10482000,FY,2021-03-01,1738177,xbrl
2019.0,25671000,Q2,2019-08-12,1738177,xbrl
2020.0,25671000,Q2,2020-08-12,1738177,xbrl
2019.0,15189000,Q2,2019-08-12,1738177,xbrl
2019.0,15189000,FY,2020-03-24,1738177,xbrl
2020.0,15189000,Q2,2020-08-12,1738177,xbrl
2020.0,15189000,FY,2021-03-01,1738177,xbrl
2019.0,35566000,Q3,2019-11-08,1738177,xbrl
2020.0,35566000,Q3,2020-11-06,1738177,xbrl
2019.0,9895000,Q3,2019-11-08,1738177,xbrl
2019.0,9895000,FY,2020-03-24,1738177,xbrl
2020.0,9895000,Q3,2020-11-06,1738177,xbrl
2020.0,9895000,FY,2021-03-01,1738177,xbrl
2019.0,47692000,FY,2020-03-24,1738177,xbrl
2020.0,47692000,FY,2021-03-01,1738177,xbrl
2021.0,47692000,FY,2022-02-24,1738177,xbrl
2019.0,12126000,FY,2020-03-24,1738177,xbrl
2020.0,12126000,FY,2021-03-01,1738177,xbrl
2020.0,11814000,Q1,2020-05-13,1738177,xbrl
2020.0,11814000,FY,2021-03-01,1738177,xbrl
2021.0,11814000,Q1,2021-05-07,1738177,xbrl
2020.0,21113000,Q2,2020-08-12,1738177,xbrl
2021.0,21113000,Q2,2021-08-09,1738177,xbrl
2020.0,9299000,Q2,2020-08-12,1738177,xbrl
2020.0,9299000,FY,2021-03-01,1738177,xbrl
2021.0,9299000,Q2,2021-08-09,1738177,xbrl
2020.0,31326000,Q3,2020-11-06,1738177,xbrl
2021.0,31326000,Q3,2021-11-10,1738177,xbrl
2020.0,10213000,Q3,2020-11-06,1738177,xbrl
2020.0,10213000,FY,2021-03-01,1738177,xbrl
2021.0,10213000,Q3,2021-11-10,1738177,xbrl
2020.0,43188000,FY,2021-03-01,1738177,xbrl
2021.0,43188000,FY,2022-02-24,1738177,xbrl
2022.0,46371000,FY,2023-02-27,1738177,xbrl
2020.0,11862000,FY,2021-03-01,1738177,xbrl
2021.0,11603000,Q1,2021-05-07,1738177,xbrl
2022.0,11603000,Q1,2022-05-06,1738177,xbrl
2021.0,24220000,Q2,2021-08-09,1738177,xbrl
2022.0,24220000,Q2,2022-08-05,1738177,xbrl
2021.0,12617000,Q2,2021-08-09,1738177,xbrl
2022.0,12617000,Q2,2022-08-05,1738177,xbrl
2021.0,36302000,Q3,2021-11-10,1738177,xbrl
2022.0,36302000,Q3,2022-11-04,1738177,xbrl
2021.0,12082000,Q3,2021-11-10,1738177,xbrl
2022.0,12082000,Q3,2022-11-04,1738177,xbrl
2021.0,47929000,FY,2022-02-24,1738177,xbrl
2022.0,51322000,FY,2023-02-27,1738177,xbrl
2023.0,51322000,FY,2024-03-15,1738177,xbrl
2022.0,12102000,Q1,2022-05-06,1738177,xbrl
2023.0,12942000,Q1,2023-05-09,1738177,xbrl
2022.0,22678000,Q2,2022-08-05,1738177,xbrl
2023.0,24382000,Q2,2023-08-02,1738177,xbrl
2022.0,10576000,Q2,2022-08-05,1738177,xbrl
2023.0,11440000,Q2,2023-08-02,1738177,xbrl
2022.0,34425000,Q3,2022-11-04,1738177,xbrl
2023.0,36991000,Q3,2023-11-03,1738177,xbrl
2022.0,11747000,Q3,2022-11-04,1738177,xbrl
2023.0,12609000,Q3,2023-11-03,1738177,xbrl
2022.0,49865000,FY,2023-02-27,1738177,xbrl
2023.0,49865000,FY,2024-03-15,1738177,xbrl
2023.0,14262000,Q1,2023-05-09,1738177,xbrl
2023.0,27270000,Q2,2023-08-02,1738177,xbrl
2023.0,13008000,Q2,2023-08-02,1738177,xbrl
2023.0,40421000,Q3,2023-11-03,1738177,xbrl
2023.0,13151000,Q3,2023-11-03,1738177,xbrl
2023.0,53478000,FY,2024-03-15,1738177,xbrl
2019.0,18333,Q1,2019-05-14,1758009,xbrl
2019.0,77721,Q2,2019-08-02,1758009,xbrl
2019.0,59388,Q2,2019-08-02,1758009,xbrl
2019.0,155421,Q3,2019-11-13,1758009,xbrl
2019.0,77700,Q3,2019-11-13,1758009,xbrl
2018.0,250640,FY,2019-03-28,1758009,xbrl
2019.0,250640,FY,2020-03-27,1758009,xbrl
2019.0,151290,Q1,2019-05-14,1758009,xbrl
2020.0,151290,Q1,2020-05-12,1758009,xbrl
2019.0,296448,Q2,2019-08-02,1758009,xbrl
2020.0,296448,Q2,2020-08-10,1758009,xbrl
2019.0,145158,Q2,2019-08-02,1758009,xbrl
2020.0,145158,Q2,2020-08-10,1758009,xbrl
2019.0,553376,Q3,2019-11-13,1758009,xbrl
2020.0,553376,Q3,2020-11-13,1758009,xbrl
2019.0,256928,Q3,2019-11-13,1758009,xbrl
2020.0,256928,Q3,2020-11-13,1758009,xbrl
2019.0,891126,FY,2020-03-27,1758009,xbrl
2020.0,891126,FY,2021-03-18,1758009,xbrl
2020.0,344682,Q1,2020-05-12,1758009,xbrl
2021.0,344682,Q1,2021-05-13,1758009,xbrl
2020.0,680356,Q2,2020-08-10,1758009,xbrl
2021.0,680356,Q2,2021-08-16,1758009,xbrl
2020.0,335673,Q2,2020-08-10,1758009,xbrl
2021.0,335673,Q2,2021-08-16,1758009,xbrl
2020.0,967376,Q3,2020-11-13,1758009,xbrl
2021.0,967376,Q3,2021-11-05,1758009,xbrl
2020.0,287020,Q3,2020-11-13,1758009,xbrl
2021.0,287020,Q3,2021-11-05,1758009,xbrl
2020.0,1539517,FY,2021-03-18,1758009,xbrl
2021.0,1539517,FY,2022-03-15,1758009,xbrl
2021.0,625445,Q1,2021-05-13,1758009,xbrl
2022.0,625445,Q1,2022-05-23,1758009,xbrl
2021.0,1182137,Q2,2021-08-16,1758009,xbrl
2022.0,1182137,Q2,2022-08-15,1758009,xbrl
2021.0,565692,Q2,2021-08-16,1758009,xbrl
2022.0,565692,Q2,2022-08-15,1758009,xbrl
2021.0,1795194,Q3,2021-11-05,1758009,xbrl
2022.0,1795194,Q3,2022-11-14,1758009,xbrl
2021.0,613057,Q3,2021-11-05,1758009,xbrl
2022.0,613057,Q3,2022-11-14,1758009,xbrl
2021.0,2585796,FY,2022-03-15,1758009,xbrl
2022.0,2585796,FY,2023-03-30,1758009,xbrl
2022.0,1024587,Q1,2022-05-23,1758009,xbrl
2023.0,1024587,Q1,2023-05-12,1758009,xbrl
2022.0,1875031,Q2,2022-08-15,1758009,xbrl
2023.0,1875031,Q2,2023-08-14,1758009,xbrl
2022.0,850444,Q2,2022-08-15,1758009,xbrl
2023.0,850444,Q2,2023-08-14,1758009,xbrl
2022.0,3141520,Q3,2022-11-14,1758009,xbrl
2023.0,3141520,Q3,2023-11-13,1758009,xbrl
2022.0,1266489,Q3,2022-11-14,1758009,xbrl
2023.0,1266489,Q3,2023-11-13,1758009,xbrl
2022.0,4561794,FY,2023-03-30,1758009,xbrl
2023.0,4561794,FY,2024-04-01,1758009,xbrl
2023.0,1534597,Q1,2023-05-12,1758009,xbrl
2023.0,3119308,Q2,2023-08-14,1758009,xbrl
2023.0,1584712,Q2,2023-08-14,1758009,xbrl
2023.0,4817707,Q3,2023-11-13,1758009,xbrl
2023.0,1698399,Q3,2023-11-13,1758009,xbrl
2023.0,6447703,FY,2024-04-01,1758009,xbrl
2017.0,7234000,FY,2018-05-14,807707,xbrl
2017.0,13202000,FY,2018-05-14,807707,xbrl
2018.0,13202000,FY,2019-05-14,807707,xbrl
2017.0,10954000,FY,2018-05-14,807707,xbrl
2018.0,10954000,FY,2019-05-14,807707,xbrl
2019.0,10954000,FY,2020-06-15,807707,xbrl
2020.0,2358000,Q1,2019-07-10,807707,xbrl
2020.0,4560000,Q2,2019-10-10,807707,xbrl
2020.0,2202000,Q2,2019-10-10,807707,xbrl
2020.0,6869000,Q3,2020-01-09,807707,xbrl
2020.0,2309000,Q3,2020-01-09,807707,xbrl
2018.0,9169000,FY,2019-05-14,807707,xbrl
2019.0,9169000,FY,2020-06-15,807707,xbrl
2021.0,9169000,FY,2021-05-13,807707,xbrl
2020.0,1863000,Q1,2019-07-10,807707,xbrl
2021.0,1863000,Q1,2020-07-10,807707,xbrl
2020.0,3762000,Q2,2019-10-10,807707,xbrl
2021.0,3762000,Q2,2020-10-13,807707,xbrl
2020.0,1899000,Q2,2019-10-10,807707,xbrl
2021.0,1899000,Q2,2020-10-13,807707,xbrl
2020.0,5434000,Q3,2020-01-09,807707,xbrl
2021.0,5434000,Q3,2021-01-11,807707,xbrl
2020.0,1672000,Q3,2020-01-09,807707,xbrl
2021.0,1672000,Q3,2021-01-11,807707,xbrl
2019.0,7748000,FY,2020-06-15,807707,xbrl
2021.0,7748000,FY,2021-05-13,807707,xbrl
2022.0,7748000,FY,2022-05-16,807707,xbrl
2021.0,1855000,Q1,2020-07-10,807707,xbrl
2022.0,1855000,Q1,2021-07-12,807707,xbrl
2021.0,3521000,Q2,2020-10-13,807707,xbrl
2022.0,3521000,Q2,2021-10-12,807707,xbrl
2021.0,1666000,Q2,2020-10-13,807707,xbrl
2022.0,1666000,Q2,2021-10-12,807707,xbrl
2021.0,5413000,Q3,2021-01-11,807707,xbrl
2022.0,5413000,Q3,2022-01-10,807707,xbrl
2021.0,1892000,Q3,2021-01-11,807707,xbrl
2022.0,1892000,Q3,2022-01-10,807707,xbrl
2021.0,7940000,FY,2021-05-13,807707,xbrl
2022.0,7940000,FY,2022-05-16,807707,xbrl
2023.0,7940000,FY,2023-05-15,807707,xbrl
2022.0,2321000,Q1,2021-07-12,807707,xbrl
2023.0,2321000,Q1,2022-07-11,807707,xbrl
2022.0,5945000,Q2,2021-10-12,807707,xbrl
2023.0,5945000,Q2,2022-10-11,807707,xbrl
2022.0,3624000,Q2,2021-10-12,807707,xbrl
2023.0,3624000,Q2,2022-10-11,807707,xbrl
2022.0,9931000,Q3,2022-01-10,807707,xbrl
2023.0,9931000,Q3,2023-01-09,807707,xbrl
2022.0,3986000,Q3,2022-01-10,807707,xbrl
2023.0,3986000,Q3,2023-01-09,807707,xbrl
2022.0,12115000,FY,2022-05-16,807707,xbrl
2023.0,12115000,FY,2023-05-15,807707,xbrl
2023.0,2569000,Q1,2022-07-11,807707,xbrl
2023.0,5097000,Q2,2022-10-11,807707,xbrl
2023.0,2528000,Q2,2022-10-11,807707,xbrl
2023.0,6891000,Q3,2023-01-09,807707,xbrl
2023.0,1793000,Q3,2023-01-09,807707,xbrl
2023.0,9419000,FY,2023-05-15,807707,xbrl
2013.0,22906000,FY,2014-03-05,1040161,xbrl
2013.0,5093000,Q1,2013-05-03,1040161,xbrl
2013.0,9808000,Q2,2013-08-08,1040161,xbrl
2013.0,4715000,Q2,2013-08-08,1040161,xbrl
2013.0,14510000,Q3,2013-11-08,1040161,xbrl
2013.0,4702000,Q3,2013-11-08,1040161,xbrl
2013.0,20757000,FY,2014-03-05,1040161,xbrl
2014.0,20757000,FY,2015-03-04,1040161,xbrl
2013.0,5884000,Q1,2013-05-03,1040161,xbrl
2014.0,5884000,Q1,2014-05-09,1040161,xbrl
2013.0,11894000,Q2,2013-08-08,1040161,xbrl
2014.0,11894000,Q2,2014-08-08,1040161,xbrl
2013.0,6010000,Q2,2013-08-08,1040161,xbrl
2014.0,6010000,Q2,2014-08-08,1040161,xbrl
2013.0,16128000,Q3,2013-11-08,1040161,xbrl
2014.0,16128000,Q3,2014-11-07,1040161,xbrl
2013.0,4234000,Q3,2013-11-08,1040161,xbrl
2014.0,4234000,Q3,2014-11-07,1040161,xbrl
2013.0,20664000,FY,2014-03-05,1040161,xbrl
2014.0,20664000,FY,2015-03-04,1040161,xbrl
2015.0,20664000,FY,2016-03-09,1040161,xbrl
2014.0,6385000,Q1,2014-05-09,1040161,xbrl
2015.0,6385000,Q1,2015-05-08,1040161,xbrl
2014.0,12272000,Q2,2014-08-08,1040161,xbrl
2015.0,12272000,Q2,2015-07-31,1040161,xbrl
2014.0,5887000,Q2,2014-08-08,1040161,xbrl
2015.0,5887000,Q2,2015-07-31,1040161,xbrl
2014.0,18906000,Q3,2014-11-07,1040161,xbrl
2015.0,18906000,Q3,2015-11-06,1040161,xbrl
2014.0,6634000,Q3,2014-11-07,1040161,xbrl
2015.0,6634000,Q3,2015-11-06,1040161,xbrl
2014.0,25296000,FY,2015-03-04,1040161,xbrl
2015.0,25296000,FY,2016-03-09,1040161,xbrl
2016.0,25296000,FY,2017-03-08,1040161,xbrl
2015.0,6318000,Q1,2015-05-08,1040161,xbrl
2016.0,6318000,Q1,2016-05-06,1040161,xbrl
2015.0,12423000,Q2,2015-07-31,1040161,xbrl
2016.0,12423000,Q2,2016-08-05,1040161,xbrl
2015.0,6105000,Q2,2015-07-31,1040161,xbrl
2016.0,6105000,Q2,2016-08-05,1040161,xbrl
2015.0,18568000,Q3,2015-11-06,1040161,xbrl
2016.0,18568000,Q3,2016-11-04,1040161,xbrl
2015.0,6145000,Q3,2015-11-06,1040161,xbrl
2016.0,6145000,Q3,2016-11-04,1040161,xbrl
2015.0,24644000,FY,2016-03-09,1040161,xbrl
2016.0,24644000,FY,2017-03-08,1040161,xbrl
2017.0,24644000,FY,2018-03-14,1040161,xbrl
2016.0,5675000,Q1,2016-05-06,1040161,xbrl
2017.0,5675000,Q1,2017-05-05,1040161,xbrl
2016.0,10179000,Q2,2016-08-05,1040161,xbrl
2017.0,10179000,Q2,2017-08-14,1040161,xbrl
2016.0,4504000,Q2,2016-08-05,1040161,xbrl
2017.0,4504000,Q2,2017-08-14,1040161,xbrl
2016.0,14621000,Q3,2016-11-04,1040161,xbrl
2017.0,14621000,Q3,2017-11-14,1040161,xbrl
2016.0,4442000,Q3,2016-11-04,1040161,xbrl
2017.0,4442000,Q3,2017-11-14,1040161,xbrl
2016.0,19036000,FY,2017-03-08,1040161,xbrl
2017.0,19036000,FY,2018-03-14,1040161,xbrl
2018.0,19036000,FY,2019-03-13,1040161,xbrl
2017.0,4906000,Q1,2017-05-05,1040161,xbrl
2018.0,4906000,Q1,2018-05-10,1040161,xbrl
2017.0,9407000,Q2,2017-08-14,1040161,xbrl
2018.0,9407000,Q2,2018-08-10,1040161,xbrl
2017.0,4501000,Q2,2017-08-14,1040161,xbrl
2018.0,4501000,Q2,2018-08-10,1040161,xbrl
2017.0,14732000,Q3,2017-11-14,1040161,xbrl
2018.0,14732000,Q3,2018-11-09,1040161,xbrl
2017.0,5325000,Q3,2017-11-14,1040161,xbrl
2018.0,5325000,Q3,2018-11-09,1040161,xbrl
2017.0,21427000,FY,2018-03-14,1040161,xbrl
2018.0,21427000,FY,2019-03-13,1040161,xbrl
2019.0,21427000,FY,2020-03-11,1040161,xbrl
2018.0,4463000,Q1,2018-05-10,1040161,xbrl
2019.0,4463000,Q1,2019-05-10,1040161,xbrl
2018.0,10886000,Q2,2018-08-10,1040161,xbrl
2019.0,10886000,Q2,2019-08-12,1040161,xbrl
2018.0,6423000,Q2,2018-08-10,1040161,xbrl
2019.0,6423000,Q2,2019-08-12,1040161,xbrl
2018.0,16208000,Q3,2018-11-09,1040161,xbrl
2019.0,16208000,Q3,2019-11-08,1040161,xbrl
2018.0,5322000,Q3,2018-11-09,1040161,xbrl
2019.0,5322000,Q3,2019-11-08,1040161,xbrl
2018.0,22881000,FY,2019-03-13,1040161,xbrl
2019.0,22881000,FY,2020-03-11,1040161,xbrl
2019.0,6472000,Q1,2019-05-10,1040161,xbrl
2020.0,6472000,Q1,2020-05-08,1040161,xbrl
2019.0,12836000,Q2,2019-08-12,1040161,xbrl
2020.0,12836000,Q2,2020-08-10,1040161,xbrl
2019.0,6364000,Q2,2019-08-12,1040161,xbrl
2020.0,6364000,Q2,2020-08-10,1040161,xbrl
2019.0,19294000,Q3,2019-11-08,1040161,xbrl
2020.0,19294000,Q3,2020-11-06,1040161,xbrl
2019.0,6458000,Q3,2019-11-08,1040161,xbrl
2020.0,6458000,Q3,2020-11-06,1040161,xbrl
2019.0,26018000,FY,2020-03-11,1040161,xbrl
2020.0,26018000,FY,2021-03-10,1040161,xbrl
2020.0,6267000,Q1,2020-05-08,1040161,xbrl
2021.0,6267000,Q1,2021-05-07,1040161,xbrl
2020.0,12581000,Q2,2020-08-10,1040161,xbrl
2021.0,12581000,Q2,2021-08-11,1040161,xbrl
2020.0,6314000,Q2,2020-08-10,1040161,xbrl
2021.0,6314000,Q2,2021-08-11,1040161,xbrl
2020.0,18643000,Q3,2020-11-06,1040161,xbrl
2021.0,18643000,Q3,2021-11-09,1040161,xbrl
2020.0,6062000,Q3,2020-11-06,1040161,xbrl
2021.0,6062000,Q3,2021-11-09,1040161,xbrl
2020.0,25040000,FY,2021-03-10,1040161,xbrl
2021.0,25040000,FY,2022-03-09,1040161,xbrl
2021.0,6785000,Q1,2021-05-07,1040161,xbrl
2022.0,6785000,Q1,2022-05-10,1040161,xbrl
2021.0,13456000,Q2,2021-08-11,1040161,xbrl
2022.0,13456000,Q2,2022-08-10,1040161,xbrl
2021.0,6671000,Q2,2021-08-11,1040161,xbrl
2022.0,6671000,Q2,2022-08-10,1040161,xbrl
2021.0,20248000,Q3,2021-11-09,1040161,xbrl
2022.0,20248000,Q3,2022-11-08,1040161,xbrl
2021.0,6792000,Q3,2021-11-09,1040161,xbrl
2022.0,6792000,Q3,2022-11-08,1040161,xbrl
2021.0,27250000,FY,2022-03-09,1040161,xbrl
2022.0,27250000,FY,2023-03-08,1040161,xbrl
2022.0,7160000,Q1,2022-05-10,1040161,xbrl
2023.0,7160000,Q1,2023-05-09,1040161,xbrl
2022.0,15681000,Q2,2022-08-10,1040161,xbrl
2023.0,15681000,Q2,2023-08-08,1040161,xbrl
2022.0,8521000,Q2,2022-08-10,1040161,xbrl
2023.0,8521000,Q2,2023-08-08,1040161,xbrl
2022.0,24126000,Q3,2022-11-08,1040161,xbrl
2023.0,24126000,Q3,2023-11-07,1040161,xbrl
2022.0,8445000,Q3,2022-11-08,1040161,xbrl
2023.0,8445000,Q3,2023-11-07,1040161,xbrl
2022.0,30521000,FY,2023-03-08,1040161,xbrl
2023.0,30521000,FY,2024-03-13,1040161,xbrl
2023.0,8666000,Q1,2023-05-09,1040161,xbrl
2023.0,15173000,Q2,2023-08-08,1040161,xbrl
2023.0,6507000,Q2,2023-08-08,1040161,xbrl
2023.0,23925000,Q3,2023-11-07,1040161,xbrl
2023.0,8752000,Q3,2023-11-07,1040161,xbrl
2023.0,30878000,FY,2024-03-13,1040161,xbrl
2013.0,17163000,FY,2014-02-20,1391127,xbrl
2013.0,5166000,Q1,2013-05-10,1391127,xbrl
2013.0,10152000,Q2,2013-08-08,1391127,xbrl
2013.0,4986000,Q2,2013-08-08,1391127,xbrl
2013.0,15108000,Q3,2013-11-06,1391127,xbrl
2013.0,4956000,Q3,2013-11-06,1391127,xbrl
2013.0,20182000,FY,2014-02-20,1391127,xbrl
2014.0,20182000,FY,2015-02-17,1391127,xbrl
2013.0,5741000,Q1,2013-05-10,1391127,xbrl
2014.0,5741000,Q1,2014-05-07,1391127,xbrl
2013.0,11391000,Q2,2013-08-08,1391127,xbrl
2014.0,11391000,Q2,2014-08-05,1391127,xbrl
2013.0,5650000,Q2,2013-08-08,1391127,xbrl
2014.0,5650000,Q2,2014-08-05,1391127,xbrl
2013.0,16814000,Q3,2013-11-06,1391127,xbrl
2014.0,16814000,Q3,2014-11-10,1391127,xbrl
2013.0,5423000,Q3,2013-11-06,1391127,xbrl
2014.0,5423000,Q3,2014-11-10,1391127,xbrl
2013.0,22003000,FY,2014-02-20,1391127,xbrl
2014.0,22003000,FY,2015-02-17,1391127,xbrl
2015.0,22003000,FY,2016-02-11,1391127,xbrl
2014.0,4368000,Q1,2014-05-07,1391127,xbrl
2015.0,4578000,Q1,2015-05-01,1391127,xbrl
2014.0,9033000,Q2,2014-08-05,1391127,xbrl
2015.0,9437000,Q2,2015-08-04,1391127,xbrl
2014.0,4665000,Q2,2014-08-05,1391127,xbrl
2015.0,4859000,Q2,2015-08-04,1391127,xbrl
2014.0,14951000,Q3,2014-11-10,1391127,xbrl
2015.0,14951000,Q3,2015-11-04,1391127,xbrl
2014.0,5514000,Q3,2014-11-10,1391127,xbrl
2015.0,5514000,Q3,2015-11-04,1391127,xbrl
2014.0,20965000,FY,2015-02-17,1391127,xbrl
2015.0,20965000,FY,2016-02-11,1391127,xbrl
2016.0,20965000,FY,2017-02-17,1391127,xbrl
2015.0,6263000,Q1,2015-05-01,1391127,xbrl
2016.0,6263000,Q1,2016-04-28,1391127,xbrl
2015.0,13909000,Q2,2015-08-04,1391127,xbrl
2016.0,13909000,Q2,2016-08-03,1391127,xbrl
2015.0,7646000,Q2,2015-08-04,1391127,xbrl
2016.0,7646000,Q2,2016-08-03,1391127,xbrl
2015.0,21338000,Q3,2015-11-04,1391127,xbrl
2016.0,21338000,Q3,2016-10-27,1391127,xbrl
2015.0,7429000,Q3,2015-11-04,1391127,xbrl
2016.0,7429000,Q3,2016-10-27,1391127,xbrl
2015.0,28016000,FY,2016-02-11,1391127,xbrl
2016.0,28016000,FY,2017-02-17,1391127,xbrl
2017.0,28016000,FY,2018-02-08,1391127,xbrl
2016.0,6325000,Q1,2016-04-28,1391127,xbrl
2017.0,6325000,Q1,2017-04-25,1391127,xbrl
2016.0,12614000,Q2,2016-08-03,1391127,xbrl
2017.0,12614000,Q2,2017-07-27,1391127,xbrl
2016.0,6289000,Q2,2016-08-03,1391127,xbrl
2017.0,6289000,Q2,2017-07-27,1391127,xbrl
2016.0,18241000,Q3,2016-10-27,1391127,xbrl
2017.0,18241000,Q3,2017-10-19,1391127,xbrl
